MolID;Energy;Name
759;-9.0;7-acetamido-clonazepam
742;-9.0;6-O-demethyl terazosin
672;-9.0;6-??-hydrocodol glucuronide conjugate
649;-9.0;5-Methyltetrahydrofolate
608;-9.0;5-fluorouridine-triphosphate
568;-9.0;5,10-methylene tetrahydrofolate (THF)
518;-9.0;4-hydroxymethyl ambrisentan glucuronide
510;-9.0;4'-hydroxyfenoprofen glucuronide
473;-9.0;4-hydroxy Nebivolol
431;-9.0;4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (6-OH conjugated)
358;-9.0;3-cis-Hydroxyglipizide
268;-9.0;2-hydroxyiminostilbene
19;-9.0;(4RS,5S)-DM-6720
5772;-8.9;Ziprasidone Sulfoxide
5756;-8.9;Zafirlukast metabolite M2
5688;-8.9;vecuronium
5583;-8.9;trifluridine
5531;-8.9;trametinib
5522;-8.9;Torasemide M3
5500;-8.9;tolciclate
5446;-8.9;Ticlopidine S-oxide dimer
5375;-8.9;Tetrahydrocortisone Glucuronide 2
5334;-8.9;teniposide
5286;-8.9;Tamoxifen Metabolite E Sulfate Conjugate
5134;-8.9;sodium gualenate
5107;-8.9;Sertraline carbamoyl-O-glucuronide
5055;-8.9;S-4'-Hydroxywarfarin
5053;-8.9;R-Warfarin-S-Alcohol
5051;-8.9;rutoside
5050;-8.9;rupatadine
5028;-8.9;rolapitant
5017;-8.9;Ritonavir metabolite M1
4992;-8.9;ribociclib
4953;-8.9;Reduced Fenofibric Acid
4934;-8.9;raltegravir
4913;-8.9;R-10(R)-Hydroxywarfarin
4753;-8.9;pravastatin glucuronide
4752;-8.9;pravastatin
4735;-8.9;pomalidomide
4730;-8.9;p-OH-gavestinel
4724;-8.9;Pizotifen glucuronide
4686;-8.9;piperaquine
4599;-8.9;phenprocoumon
4506;-8.9;penmesterol
4386;-8.9;Oxcarbazepine glucuronide metabolite
4375;-8.9;oxandrolone
4324;-8.9;olsalazine
4323;-8.9;olprinone
4322;-8.9;Olopatadine N-oxide
4320;-8.9;olodaterol
4192;-8.9;Norbuprenorphine
4055;-8.9;N-Desmethyl-ortho-hydroxy rosiglitazone
4034;-8.9;N-desmethyl-4'-hydroxy benztropine
4031;-8.9;N-Desmethyl sildenafil (UK-103,320)
4025;-8.9;N-desmethyl apalutamide
4018;-8.9;N-desalkyludenafil
3991;-8.9;naratriptan
3673;-8.9;metahexamide
3541;-8.9;M6 (Odanacatib)
3540;-8.9;M6 (Ketoconazole)
3534;-8.9;M5a ertugliflozin
3526;-8.9;M4a ertugliflozin
3478;-8.9;M1 (Blonanserin)
3389;-8.9;Linagliptin M490(1)
3328;-8.9;leucovorin
3305;-8.9;latamoxef
3275;-8.9;Labetalol Hydroxylated Metabolite (IV)
3250;-8.9;keracyanin
3205;-8.9;Irbesartan derivative M2
3108;-8.9;ifenprodil
3094;-8.9;ibuprofen guaiacol ester
3090;-8.9;ibrutinib
3062;-8.9;Hydroxyhexamide
3025;-8.9;hydrocortisone succinate
2920;-8.9;gossypol
2913;-8.9;glycopyrronium bromide
2871;-8.9;gliclazide
2755;-8.9;flurbiprofen
2729;-8.9;fluocinonide
2728;-8.9;fluocinolone acetonide
2716;-8.9;flumedroxone
2674;-8.9;fentonium
2660;-8.9;Fenoprofen glucuronide
2647;-8.9;fenbendazole
2474;-8.9;Escitalopram propionic acid
2127;-8.9;Dextrorphan sulfate
2105;-8.9;dexamethasone phosphate
1957;-8.9;dabrafenib
1822;-8.9;clocortolone pivalate
1709;-8.9;chloroprednisone
1636;-8.9;ceftaroline
1521;-8.9;Canrenone
1515;-8.9;canagliflozin
1450;-8.9;bufogenin
1449;-8.9;bufetolol
1397;-8.9;Bortezomib metabolite M27
1372;-8.9;biriperone
1353;-8.9;BIBF 1053
1195;-8.9;ataluren-O-1??-acyl glucuronide
1179;-8.9;artesunate
1101;-8.9;androstenediol
1090;-8.9;amtolmetin guacil
921;-8.9;adinazolam
836;-8.9;Acalabrutinib M14 Metabolite (ACP-5825)
830;-8.9;abemaciclib
810;-8.9;8-Hydroxy-R-phenprocoumon
809;-8.9;8-Hydroxy-R-acenocoumarol
707;-8.9;6'-exomethylene lovastatin
695;-8.9;6beta-hydroxyeplerenone
591;-8.9;5-beta Tetrahydrocortisol
446;-8.9;4,5-dihydro-drospirenone-3-sulfate
434;-8.9;4-(6-Hydroxy-2-naphthyl)- butan-2-one glucuronide
432;-8.9;4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (6-OH conjugated) glycine conju
250;-8.9;2-hydroxycarbamazepine
203;-8.9;2,8-bis-trifluoromethyl-4-quinoline carboxylic acid
162;-8.9;1-beta-hydroxy-4'-O-demethyl Istradefylline (M2)
129;-8.9;16-alpha,17-beta-estriol 17-beta-D-glucuronide
32;-8.9;(R)-MHD glucuronide metabolite
5758;-8.8;Zafirlukast metabolite M4
5742;-8.8;xenbucin
5733;-8.8;vorozole
5715;-8.8;vindesine
5699;-8.8;Verapamil metabolite D-715 (PR-22)
5581;-8.8;trifluperidol
5506;-8.8;tolnaftate
5505;-8.8;Tolmetin glucuronide
5408;-8.8;Thiophene-4,5-epoxide
5324;-8.8;telaprevir
5295;-8.8;Tamsulosin M-2-Glu Metabolite
5282;-8.8;tamoxifen
5259;-8.8;Suprofen S-oxide
5223;-8.8;Sulfate conjugate of epigalantamine
5216;-8.8;sulfaphenazole
5203;-8.8;sulfamazone
5113;-8.8;silodosin
5111;-8.8;siccanin
5081;-8.8;saralasin
5036;-8.8;rosoxacin
5006;-8.8;riociguat
4973;-8.8;rescimetol
4900;-8.8;Quinapril Metabolite PD113413
4880;-8.8;pyrinoline
4853;-8.8;protokylol
4843;-8.8;proquazone
4768;-8.8;prednisolone tebutate
4682;-8.8;pipecuronium
4546;-8.8;perisoxal
4533;-8.8;perflubron
4511;-8.8;pentagestrone
4502;-8.8;penciclovir
4497;-8.8;pemetrexed
4477;-8.8;paricalcitol
4469;-8.8;paramethasone acetate
4464;-8.8;para-hydroxyatorvastatin glucuronide
4460;-8.8;papaveroline
4454;-8.8;pancuronium
4446;-8.8;Palbociclib M9
4407;-8.8;oxycinchophen
4353;-8.8;ortho-O-Glucuronide rosiglitazone
4329;-8.8;ombitasvir
4318;-8.8;olmesartan medoxomil
4314;-8.8;Olanzapine 10-N-glucuronide
4285;-8.8;O-desmethyl  apremilast glucuronide
4279;-8.8;O-demethylated formoterol (M1) glucuronide 2
4223;-8.8;Norgestrel Glucuronide Metabolite (Met9)
4137;-8.8;niflumic acid
4118;-8.8;nicofibrate
4061;-8.8;N-Desmethylrosiglitazone
3996;-8.8;Nateglinide metabolite M11/M12
3990;-8.8;Naproxen O-glucuronide
3965;-8.8;nadoxolol
3945;-8.8;N4-Acetyl-5-OH-sulfamethoxazole
3921;-8.8;N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid
3919;-8.8;N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid
3777;-8.8;metipamide
3763;-8.8;methylprednisolone succinate
3616;-8.8;mefloquine
3543;-8.8;M7 (Blonanserin)
3531;-8.8;M5 (Ketoconazole)
3518;-8.8;M3 (piperaquine)
3490;-8.8;M13 (Ketoconazole)
3468;-8.8;lutein
3431;-8.8;Lorazepam glucuronide
3426;-8.8;loprazolam
3422;-8.8;lopinavir
3414;-8.8;lomefloxacin
3357;-8.8;levofolinic acid
3158;-8.8;inositol nicotinate
3143;-8.8;indigo carmine
3135;-8.8;Indapamide metabolite M1
3111;-8.8;iguratimod
3080;-8.8;Hydroxyterbinafine
3079;-8.8;hydroxystilbamidine
3066;-8.8;Hydroxylated N-acetyl desmethyl frovatriptan
3045;-8.8;Hydroxyanastrozole glucuronide metabolite
2960;-8.8;Haloperidol glucuronide
2878;-8.8;glucametacin
2873;-8.8;glipizide
2830;-8.8;Galantamine glucuronide
2770;-8.8;flutropium
2753;-8.8;fluprednisolone
2751;-8.8;fluprednidene
2726;-8.8;flunisolide
2721;-8.8;flumethiazide
2498;-8.8;estramustine
2398;-8.8;Empagliflozin-2-glucuronide
2285;-8.8;dithranol
2138;-8.8;diazepam
2131;-8.8;diacerein
2095;-8.8;Despropionylfentanyl
2040;-8.8;Deoxydihydro-artemisinin
2032;-8.8;Demethylated metabolite, Doxazosin
1976;-8.8;dasatinib
1855;-8.8;cloridarol
1811;-8.8;clinofibrate
1744;-8.8;ciclesonide
1739;-8.8;choline fenofibrate
1731;-8.8;chlortetracycline
1642;-8.8;ceftibuten
1638;-8.8;ceftazidime
1575;-8.8;carpipramine
1563;-8.8;carfecillin
1532;-8.8;carbamazepine
1505;-8.8;calcifediol
1500;-8.8;cabozantinib
1365;-8.8;binifibrate
1362;-8.8;bifonazole
1254;-8.8;Beclomethasone-21-monopropionate (21-BMP)
1237;-8.8;baicalin
1223;-8.8;azelnidipine
1118;-8.8;Apomorphine 11-glucuronide
1093;-8.8;anagliptin
1064;-8.8;amorolfine
975;-8.8;alpha-(o-carboxybenzamido)glutarimide
947;-8.8;Aldosterone 18-glucuronide
897;-8.8;acrivastine
816;-8.8;8-OH-nevirapine
807;-8.8;8-Hydroxynevirapine
763;-8.8;7alpha-thiospironolactone
725;-8.8;6-Hydroxy-MXAA
656;-8.8;5-OH-rofecoxib
623;-8.8;5-hydroxydantrolene
615;-8.8;5-hydroxy saxagliptin
564;-8.8;4-trans-Hydroxyglipizide
555;-8.8;4'-O-monodesmethyl istradefylline (M1)
546;-8.8;4'-OH-aceclofenac
545;-8.8;4-O-deacetylvinflunine
539;-8.8;4-Hydroxyvoriconazole 4-O-glucuronide
266;-8.8;2-hydroxyflutamide
247;-8.8;2-hydroxy equilin
233;-8.8;2-amino-5-benzoylbenzimidazole
151;-8.8;17-desacetyl-rocuronium
130;-8.8;16alpha-butyrloxyprednisolone
116;-8.8;13'-hydroxy-alpha-tocopherol
114;-8.8;13'-carboxychromanol
60;-8.8;??-ketoglutarate hydrazone
40;-8.8;(S)-DM-6717
5763;-8.7;zaltoprofen
5744;-8.7;xenytropium
5737;-8.7;warfarin
5665;-8.7;Valdecoxib metabolite M2
5622;-8.7;trospium
5575;-8.7;tricyclamol chloride
5563;-8.7;triazolopyridinone epoxide
5550;-8.7;tretinoin tocoferil
5537;-8.7;trans-Dihydrorofecoxib
5527;-8.7;tosufloxacin
5517;-8.7;topiroxostat
5465;-8.7;tinoridine
5390;-8.7;thiamphenicol glycinate
5321;-8.7;Tedizolid sulphate
5314;-8.7;Tazemetostat Desethyl Metabolite (EPZ-6930)
5270;-8.7;tafamidis
5267;-8.7;tacalcitol
5146;-8.7;sorbinicate
5097;-8.7;secondary metabolite of vemurafenib
4959;-8.7;reduced O-desmethyl-3-hydroxy-nabumetone glucuronide glycine conjugate
4919;-8.7;R529 O-glucuronide
4902;-8.7;quinbolone
4899;-8.7;Quinapril Metabolite PD109488
4863;-8.7;PRT063069
4774;-8.7;pregnenolone succinate
4761;-8.7;prednisolone
4760;-8.7;Prednisolone
4705;-8.7;pirifibrate
4694;-8.7;pipoxolan
4617;-8.7;Phenytoin arene-oxide
4589;-8.7;phenolphthalol
4588;-8.7;phenolphthalein
4413;-8.7;oxymesterone
4408;-8.7;oxyclipine
4303;-8.7;O-Desmethyl-tramado glucuronide
4295;-8.7;O-desmethyl-galantamine glucuronide
4289;-8.7;O-desmethyl-brofaromine
4283;-8.7;O-demethylencainide
4277;-8.7;O-demethylated formoterol (M1)
4218;-8.7;Norfluoxetine acid
4200;-8.7;nordazepam
4157;-8.7;niraparib
4087;-8.7;Nelfinavir hydroxyl-t- butylamide
4086;-8.7;nelfinavir
4054;-8.7;N-Desmethyloperamide
4053;-8.7;N-desmethylmirtazapine
4013;-8.7;N-desalkyl delavirdine
4001;-8.7;N-carbamoyl glucuronide lorcaserin
3993;-8.7;nateglinide
3985;-8.7;nandrolone cyclotate
3929;-8.7;N,N-Desalkylvicriviroc
3926;-8.7;N-(2-methyl-4-hydroxyphenyl)-anthranilic acid
3925;-8.7;N-(2-methyl-3-chlorophenyl)-5-hydroxy-anthranilic acid
3914;-8.7;N-(2-formyl-3-chlorophenyl) anthranilic acid
3894;-8.7;mosapramine
3878;-8.7;Montelukast metabolite M6a
3875;-8.7;Montelukast metabolite M2a
3764;-8.7;methylprednisolone suleptanate
3748;-8.7;Methylprednisolone M1 Metabolite
3675;-8.7;metandienone
3668;-8.7;Metabolite M6
3665;-8.7;mesterolone
3637;-8.7;menthyl salicylate
3610;-8.7;medroxalol
3608;-8.7;medibazine
3599;-8.7;meclocycline
3584;-8.7;mazipredone
3582;-8.7;maxacalcitol
3532;-8.7;M5' (Ketoconazole)
3527;-8.7;M4b ertugliflozin
3511;-8.7;M24
3496;-8.7;M19 (C4-pyrrolidine-hydroxylated rolapitant)
3461;-8.7;Lumiracoxib metabolite M25 glucuronide (M20)
3451;-8.7;lubiprostone
3450;-8.7;lubeluzole
3449;-8.7;Loxoprofen trans-OH metabolite
3316;-8.7;lenalidomide
3307;-8.7;Latanoprost acid
3298;-8.7;lapatinib
3277;-8.7;Labetalol Phenolic Glucuronide Metabolite (V)
3269;-8.7;Labetalol 3-hydroxylated Metabolite (VI)
3260;-8.7;Ketoconazole ketone intermediate
3217;-8.7;Isoapocodeine
3204;-8.7;Irbesartan derivative M1
3145;-8.7;indisetron
3139;-8.7;Indapamide metabolite M5
3102;-8.7;idanpramine
3022;-8.7;hydrocortisone cypionate
3001;-8.7;homofenazine
2952;-8.7;halcinonide
2893;-8.7;Glucuronide form of tolfenamic acid
2876;-8.7;glisolamide
2868;-8.7;Glasdegib M6
2867;-8.7;Glasdegib M5
2787;-8.7;Formoterol sulfate conjugate
2750;-8.7;flupirtine
2731;-8.7;fluocortolone
2667;-8.7;fenpiverinium
2657;-8.7;Fenofibryl Glucuronide
2633;-8.7;fazadinium
2624;-8.7;famciclovir
2605;-8.7;etravirine
2479;-8.7;Eslicarbazepine [(S)-licarbazepine]
2407;-8.7;Enalaprilat
2295;-8.7;Docetaxel
2100;-8.7;dexamethasone
2078;-8.7;desmethyldiazepam
2041;-8.7;deptropine
2029;-8.7;demeclocycline
2027;-8.7;delta6-budesonide
1975;-8.7;dasabuvir
1914;-8.7;cyclacillin
1827;-8.7;clofazimine
1783;-8.7;cis, trans-5'-Hydroxythalidomide
1735;-8.7;Cholic acid glucuronide
1394;-8.7;Bortezomib metabolite M23 or M24 (1)
1376;-8.7;bisbentiamine
1354;-8.7;BIBF 1202
1315;-8.7;bermoprofen
1274;-8.7;benorilate
1163;-8.7;Aripiprazole unnamed metabolite 1
1154;-8.7;arbutamine
1102;-8.7;androstenedione
1073;-8.7;Amoxicillin M5 Metabolite
1030;-8.7;amine metabolite (M19)
951;-8.7;alfacalcidol
849;-8.7;acarbose
843;-8.7;Acalabrutinib M3 Metabolite
801;-8.7;8-hydroxyclomipramine glucuronide
798;-8.7;8-Hydroxycarbazolylcarvedilol
780;-8.7;7-Hydroxy-R-acenocoumarol
729;-8.7;6-Hydroxy-R-acenocoumarol
724;-8.7;6-Hydroxymethyletoricoxib glucuronide
701;-8.7;6-beta-naltrexol
700;-8.7;6-beta-hydroxy-triamcinolone
688;-8.7;6alpha-OH-estrone
680;-8.7;6??hydroxy-prednisolone (M-VII)
638;-8.7;5-Hydroxyrofecoxib
588;-8.7;5-alpha-Dihydrotestosterone glucuronide
559;-8.7;4-phthalimidoglutaramic acid
535;-8.7;4'-hydroxytrazodone
504;-8.7;4-Hydroxyestr-4-en-3,17-dione (M2)
491;-8.7;4-Hydroxyaripiprazole
452;-8.7;4-0-deacetyl Vinorelbine
426;-8.7;4-(4-guanidinobenzoyloxy)phenylacetic Acid
390;-8.7;3-hydroxynevirapine glucuronide
340;-8.7;3???-p-hydroxypaclitaxel
323;-8.7;3', 5'-Dihydrodiol
289;-8.7;2-OH-estrone
261;-8.7;2-hydroxyestrone
205;-8.7;2-{[4-(1-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid
157;-8.7;17-Phenyl-Trinor-PGF2alpha
156;-8.7;17-ketosteroid-16-alpha-hydroxyestrone
155;-8.7;17-Hydroxypregnenolone sulfate
137;-8.7;16beta-OH-estrone
135;-8.7;16alpha-OH-estrone
128;-8.7;16-alpha hydroxyestrone
42;-8.7;(S)-MHD
1;-8.7;(-)-thalidomide arene oxide
5721;-8.6;viquidil
5716;-8.6;vinflunine
5702;-8.6;vesnarinone
5669;-8.6;Valdecoxib metabolite M7
5533;-8.6;Trandolaprilat
5524;-8.6;Torasemide M5
5513;-8.6;tolvaptan
5491;-8.6;tocopheryl nicotinate
5405;-8.6;Thioguanosine monophosphate
5301;-8.6;tandospirone
5188;-8.6;sulfabenzamide
5088;-8.6;SCH 57871-glucuronide
5062;-8.6;safinamide
5057;-8.6;S-7-Hydroxywarfarin
4974;-8.6;rescinnamine
4965;-8.6;Remdesivir Nucleoside Triphosphate
4958;-8.6;reduced O-desmethyl-3-hydroxy-nabumetone glucuronide
4941;-8.6;ramosetron
4921;-8.6;R-6-Hydroxywarfarin
4903;-8.6;quinestradol
4868;-8.6;prulifloxacin
4836;-8.6;Propranolol Glucuronide
4818;-8.6;Propanoic acid-dronedarone
4806;-8.6;promegestone
4793;-8.6;procyclidine
4763;-8.6;prednisolone farnesylate
4738;-8.6;posatirelin
4700;-8.6;pirenzepine
4656;-8.6;piketoprofen
4647;-8.6;piberaline
4621;-8.6;Phenytoin quinone
4616;-8.6;phenytoin
4615;-8.6;Phenytoin
4581;-8.6;Phenobarbital O-glucuronide
4538;-8.6;periciazine
4362;-8.6;Oxabolone
4305;-8.6;O-Desmethylvenlafaxine glucuronide
4293;-8.6;O-desmethyl-epigalantamine glucuronide
4275;-8.6;O-demethyl curcumin
4250;-8.6;N-oxide abiraterone sulfate
4233;-8.6;Nornalmefene
4202;-8.6;Nordiazepam O-glucuronide
4166;-8.6;nitisinone
4113;-8.6;niclofolan
4057;-8.6;N-Desmethyl-para-hydroxy rosiglitazone
4043;-8.6;N-desmethylclindamycin
4026;-8.6;N-Desmethyl glucuronide rosiglitazone
4015;-8.6;N-desalkyl prucalopride
3963;-8.6;nadifloxacin
3948;-8.6;N-acetyl desmethyl frovatriptan
3920;-8.6;N-(2-methyl-3-chloro-4-metoxyphenyl)-anthranilic acid
3912;-8.6;N-(2-carboxy-3-chlorophenyl)-anthranilic acid
3895;-8.6;mosapride
3840;-8.6;mitoxantrone
3819;-8.6;milverine
3761;-8.6;Methylprednisolone M8 Metabolite
3760;-8.6;Methylprednisolone M7 Metabolite
3757;-8.6;Methylprednisolone M4 Metabolite
3752;-8.6;Methylprednisolone M13 Metabolite
3745;-8.6;methylprednisolone
3645;-8.6;mepiperphenidol
3397;-8.6;Linigliptin M531(2)
3391;-8.6;Linagliptin M504(2)
3324;-8.6;Letrozole carbinol glucuronide metabolite
3292;-8.6;lamotrigine-2-N-glucuronide
3259;-8.6;Ketoconazole ketone hydroxyl intermediate
3159;-8.6;Inositol pentanicotinate
3134;-8.6;Indapamide epoxide intermediate
3131;-8.6;indacaterol
3118;-8.6;imidapril
3071;-8.6;Hydroxynorbuprenorphine
3020;-8.6;hydrocortisone acetate
2974;-8.6;hetacillin
2961;-8.6;Haloperidol pyridinium ion derivative
2954;-8.6;halocarban
2944;-8.6;Guanfacine 3-glucuronide
2914;-8.6;glycyclamide
2887;-8.6;glucurinated form of rilpivirine (M7)
2877;-8.6;glisoxepide
2837;-8.6;garenoxacin
2812;-8.6;furaltadone
2804;-8.6;frovatriptan
2800;-8.6;fosphenytoin
2752;-8.6;fluprednidene acetate
2745;-8.6;fluperolone
2743;-8.6;fluoxymesterone
2720;-8.6;flumetasone pivalate
2717;-8.6;flumedroxone acetate
2671;-8.6;fentiazac
2666;-8.6;fenpiprane
2631;-8.6;fasudil
2620;-8.6;Ezetimibe glucuronide
2600;-8.6;etoposide phosphate
2548;-8.6;ethyl loflazepate
2493;-8.6;estradiol mustard
2485;-8.6;estazolam
2484;-8.6;Estazolam
2469;-8.6;ertapenem
2434;-8.6;enzalutamide
2424;-8.6;enoxacin
2404;-8.6;Emtricitabine O-glucuronide (M-II)
2391;-8.6;eluxadoline
2385;-8.6;eletriptan
2360;-8.6;ebastine
2327;-8.6;doxepin
2320;-8.6;doripenem-M1
2318;-8.6;Doravirine M9 Metabolite
2296;-8.6;docetaxel
2293;-8.6;dobutamine
2292;-8.6;DM-6706
2250;-8.6;diosmetin
2194;-8.6;Dihydrocortisol
2178;-8.6;diflorasone diacetate
2155;-8.6;Diclofenac acyl glucuronide
2110;-8.6;dexetimide
2089;-8.6;desonide
2067;-8.6;desmethyl frovatriptan
2031;-8.6;demegestone
2020;-8.6;delafloxacin
1897;-8.6;crizotinib
1883;-8.6;copanlisib
1879;-8.6;colecalciferol
1869;-8.6;Clozapine glucuronide
1860;-8.6;clostebol
1730;-8.6;chlortalidone
1702;-8.6;chlordiazepoxide
1695;-8.6;Chloramphenicol Phosphate
1582;-8.6;carvedilol
1442;-8.6;bucloxic acid
1348;-8.6;bexarotene
1329;-8.6;betamethasone benzoate
1282;-8.6;benzatropine
1269;-8.6;bendroflumethiazide
1252;-8.6;Beclomethasone (BOH)
1191;-8.6;Asunaprevir M10
1105;-8.6;anhydrovinblastine
1096;-8.6;Anastrozole glucuronide metabolite
1087;-8.6;Amrubicin Met B
1086;-8.6;Amrubicin Met A
1012;-8.6;Ambrisentan glucuronide
943;-8.6;aldesulfone
910;-8.6;adapalene
892;-8.6;acitazanolast
869;-8.6;acetaminosalol
838;-8.6;Acalabrutinib M2 Metabolite
821;-8.6;9'-desmethylgranisetron
787;-8.6;7-OH-gliclazide
770;-8.6;7-hydroxyamoxapine
762;-8.6;7alpha-thiomethylspironolactone
755;-8.6;6-Thiosine 5'-monophosphate
705;-8.6;6-epi-pravastatin
667;-8.6;6??,11??,17??,20??,21-pentahydroxypregnan-1,4-diene-3-one (M-IX)
635;-8.6;5'-Hydroxypiroxicam
621;-8.6;5-hydroxybendazac
583;-8.6;5-alpha androstanediol
548;-8.6;4-OH-estrone
531;-8.6;4'-Hydroxy-R-phenprocoumon
437;-8.6;4-(6-Methoxy-2-naphthyl)- butan-2-ol glucuronide
424;-8.6;4-(4-Chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]-pyridinium (HPP+)
388;-8.6;3-Hydroxymorphinan sulfate
376;-8.6;3'-hydroxygenistein
368;-8.6;3-hydroxycarbamazepine
362;-8.6;3-Fluoro-4-hydroxycisapride
332;-8.6;3,5-Bis-(2-methylpropiononitrile)-benzoic acid
291;-8.6;2-OH-nevirapine
283;-8.6;2-Methoxyestrone 3-glucuronide
275;-8.6;2-Hydroxynevirapine
223;-8.6;23-hydroxybudesonide
220;-8.6;21-hydroxyeplerenone
218;-8.6;21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11beta-oxidopregna-1,4-diene-3
152;-8.6;17-Epiestriol
145;-8.6;17-beta-estradiol 3-sulfate-17-(beta-D-glucuronide)
131;-8.6;16-alpha-hydroxy-17-beta-dihydro equilin
122;-8.6;15beta-hydroxycyproterone acetate
69;-8.6;1, 2 Dinor Latanoprost Acid
5770;-8.5;ziprasidone
5753;-8.5;zabofloxacin
5714;-8.5;vincristine
5686;-8.5;vardenafil
5661;-8.5;ursodiol
5620;-8.5;tropisetron
5523;-8.5;Torasemide M4
5502;-8.5;tolindate
5496;-8.5;tofogliflozin
5384;-8.5;theodrenaline
5353;-8.5;terguride
5341;-8.5;tenofovir alafenamide
5340;-8.5;tenofovir
5339;-8.5;Tenofovir
5308;-8.5;taurocholate
5291;-8.5;Tamsulosin M-1 Metabolite
5237;-8.5;sulforidazine
5218;-8.5;sulfasalazine
5206;-8.5;Sulfamethoxazole N4-hydroxylamine
5169;-8.5;strychnine
5157;-8.5;spironolactone
5153;-8.5;spiclomazine
5129;-8.5;S-Methyl-dihydro-ziprasidone-sulfoxide
5112;-8.5;sildenafil
5043;-8.5;RPR123142
5042;-8.5;RPR112698
4989;-8.5;Rheinanthrone
4906;-8.5;quinfamide
4896;-8.5;quifenadine
4831;-8.5;propizepine
4772;-8.5;prednylidene
4770;-8.5;prednisone
4729;-8.5;podophyllotoxin
4707;-8.5;piritramide
4653;-8.5;picrotin
4625;-8.5;pholcodine
4441;-8.5;Palbociclib M4
4330;-8.5;omega-hydroxyfinasteride
4326;-8.5;omacetaxine mepesuccinate
4300;-8.5;O-Desmethylnaproxen O-glucuronide
4298;-8.5;O-Desmethylnaproxen
4291;-8.5;O-desmethyl-des-4-chlorobenzoyl
4290;-8.5;O-Desmethylcarvedilol
4288;-8.5;O-desmethylbetrixaban
4280;-8.5;O-demethylated olodaterol
4232;-8.5;Normorphine
4216;-8.5;norfloxacin
4215;-8.5;Norfloxacin
4203;-8.5;norelgestromin
4176;-8.5;nitroxazepine
4092;-8.5;nepafenac
4073;-8.5;N-desmethylzopiclone
4072;-8.5;N-Desmethylzolmitriptan
4052;-8.5;N-Desmethylindiplon
4050;-8.5;N-Desmethylhydroxyterbinafine
4014;-8.5;N-desalkyl flurazepam
4002;-8.5;N-Dealkylated 5-hydroxymethyl tolterodine
3955;-8.5;N-Acetyl-5-hydroxytryptamine glucuronide
3907;-8.5;Mycophenolic acid-acyl glucuronide
3890;-8.5;Morphine ethereal sulfate
3873;-8.5;montelukast
3821;-8.5;Minocycline M3 Metabolite
3768;-8.5;Methyl-thioguanosine monophosphate
3762;-8.5;Methylprednisolone M9 Metabolite
3751;-8.5;Methylprednisolone M12 Metabolite
3716;-8.5;methotrexate
3679;-8.5;metaxalone
3676;-8.5;Meta-O-dealkylated flecainide
3658;-8.5;meradimate
3613;-8.5;medrysone
3556;-8.5;M9 (Odanacatib)
3538;-8.5;M6 (Blonanserin)
3528;-8.5;M4c ertugliflozin
3520;-8.5;M4
3499;-8.5;M1b (Alectinib)
3498;-8.5;M1a ertugliflozin
3488;-8.5;M12 (Ketoconazole)
3419;-8.5;lonazolac
3392;-8.5;Linagliptin M506(1)
3322;-8.5;letermovir
3268;-8.5;labetalol
3257;-8.5;Ketoconazole epoxide intermediate
3117;-8.5;imidafenacin
3075;-8.5;Hydroxyphenytoin
3046;-8.5;Hydroxybuprenorphine
2956;-8.5;halometasone
2700;-8.5;fluazacort
2682;-8.5;finasteride
2618;-8.5;exisulind
2607;-8.5;etybenzatropine
2508;-8.5;Estrone
2438;-8.5;epanolol
2430;-8.5;ensulizole
2372;-8.5;edoxudine
2371;-8.5;edoxaban
2306;-8.5;domitroban
2276;-8.5;diseptal B 
2270;-8.5;diprafenone
2205;-8.5;Dihydrotestosterone
2203;-8.5;dihydrotachysterol
2180;-8.5;diflunisal
2164;-8.5;dienogest
2049;-8.5;desalkylflurazepam
2047;-8.5;Desacetylvinblastine
2000;-8.5;deflazacort
1986;-8.5;Deaminated N,N???-didebutyl-dronedarone glucuronide
1970;-8.5;Dapsone GSH conjugate
1870;-8.5;Clozapine N-oxide
1819;-8.5;clobuzarit
1784;-8.5;cis, trans-5'-OH-thalidomide
1775;-8.5;cinnoxicam
1623;-8.5;cefotetan
1603;-8.5;cefazedone
1599;-8.5;cefamandole nafate
1565;-8.5;carfilzomib
1516;-8.5;candesartan cilexetil
1498;-8.5;cabazitaxel
1452;-8.5;bufuralol
1407;-8.5;Bosentan metabolite Ro 48-5033
1327;-8.5;betamethasone acetate
1326;-8.5;betamethasone
1313;-8.5;beraprost
1262;-8.5;bemetizide
1231;-8.5;aztreonam
1202;-8.5;atovaquone
1099;-8.5;androisoxazole
1022;-8.5;amfetaminil
1006;-8.5;alvimopan
980;-8.5;alpha-carboxydimethyloctenylhydroxychromanol
955;-8.5;alfuzosin
950;-8.5;alexidine
901;-8.5;ACT-333679 glucuronide
854;-8.5;acedapsone
840;-8.5;Acalabrutinib M24 Metabolite
